return_id,order_id,seller_id,return_date,return_reason
RET-0005399,ORD-0031332,MNT-0060,2023-03-14,size issue
RET-0005400,ORD-0031338,MNT-0060,2023-04-02,wrong item
RET-0005401,ORD-0031349,MNT-0060,2023-04-03,changed mind
RET-0005402,ORD-0031352,MNT-0060,2023-03-26,quality issue
RET-0005403,ORD-0031353,MNT-0060,2023-04-09,changed mind
RET-0005404,ORD-0031356,MNT-0060,2023-04-28,quality issue
RET-0005405,ORD-0031360,MNT-0060,2023-04-14,size issue
RET-0005406,ORD-0031361,MNT-0060,2023-04-14,changed mind
RET-0005407,ORD-0031363,MNT-0060,2023-05-09,size issue
RET-0005408,ORD-0031367,MNT-0060,2023-04-21,wrong item
RET-0005409,ORD-0031369,MNT-0060,2023-04-24,size issue
RET-0005410,ORD-0031373,MNT-0060,2023-04-15,size issue
RET-0005411,ORD-0031378,MNT-0060,2023-04-14,quality issue
RET-0005412,ORD-0031380,MNT-0060,2023-05-05,size issue
RET-0005413,ORD-0031385,MNT-0060,2023-05-01,changed mind
RET-0005414,ORD-0031386,MNT-0060,2023-05-07,size issue
RET-0005415,ORD-0031391,MNT-0060,2023-05-23,wrong item
RET-0005416,ORD-0031394,MNT-0060,2023-05-13,size issue
RET-0005417,ORD-0031395,MNT-0060,2023-05-26,size issue
RET-0005418,ORD-0031396,MNT-0060,2023-05-15,size issue
RET-0005419,ORD-0031400,MNT-0060,2023-05-13,changed mind
RET-0005420,ORD-0031402,MNT-0060,2023-06-02,changed mind
RET-0005421,ORD-0031407,MNT-0060,2023-05-11,size issue
RET-0005422,ORD-0031409,MNT-0060,2023-05-27,size issue
RET-0005423,ORD-0031410,MNT-0060,2023-05-21,size issue
RET-0005424,ORD-0031420,MNT-0060,2023-05-16,changed mind
RET-0005425,ORD-0031431,MNT-0060,2023-05-26,size issue
RET-0005426,ORD-0031443,MNT-0060,2023-06-07,damaged
RET-0005427,ORD-0031445,MNT-0060,2023-07-08,damaged
RET-0005428,ORD-0031447,MNT-0060,2023-06-29,wrong item
RET-0005429,ORD-0031450,MNT-0060,2023-06-15,changed mind
RET-0005430,ORD-0031466,MNT-0060,2023-06-10,damaged
RET-0005431,ORD-0031468,MNT-0060,2023-07-03,size issue
RET-0005432,ORD-0031470,MNT-0060,2023-06-13,size issue
RET-0005433,ORD-0031473,MNT-0060,2023-06-27,quality issue
RET-0005434,ORD-0031476,MNT-0060,2023-06-29,size issue
RET-0005435,ORD-0031479,MNT-0060,2023-06-23,changed mind
RET-0005436,ORD-0031482,MNT-0060,2023-07-07,size issue
RET-0005437,ORD-0031484,MNT-0060,2023-08-01,size issue
RET-0005438,ORD-0031485,MNT-0060,2023-07-13,size issue
RET-0005439,ORD-0031488,MNT-0060,2023-07-18,size issue
RET-0005440,ORD-0031494,MNT-0060,2023-07-18,changed mind
RET-0005441,ORD-0031495,MNT-0060,2023-07-18,damaged
RET-0005442,ORD-0031503,MNT-0060,2023-07-12,wrong item
RET-0005443,ORD-0031505,MNT-0060,2023-07-12,damaged
RET-0005444,ORD-0031506,MNT-0060,2023-07-14,quality issue
RET-0005445,ORD-0031512,MNT-0060,2023-08-05,size issue
RET-0005446,ORD-0031516,MNT-0060,2023-08-07,quality issue
RET-0005447,ORD-0031519,MNT-0060,2023-07-28,damaged
RET-0005448,ORD-0031524,MNT-0060,2023-07-25,wrong item
RET-0005449,ORD-0031527,MNT-0060,2023-07-25,size issue
RET-0005450,ORD-0031531,MNT-0060,2023-07-10,damaged
RET-0005451,ORD-0031534,MNT-0060,2023-09-04,quality issue
RET-0005452,ORD-0031537,MNT-0060,2023-09-02,size issue
RET-0005453,ORD-0031541,MNT-0060,2023-08-27,quality issue
RET-0005454,ORD-0031543,MNT-0060,2023-09-03,changed mind
RET-0005455,ORD-0031547,MNT-0060,2023-08-19,size issue
RET-0005456,ORD-0031553,MNT-0060,2023-08-26,quality issue
RET-0005457,ORD-0031556,MNT-0060,2023-08-25,quality issue
RET-0005458,ORD-0031559,MNT-0060,2023-09-07,changed mind
RET-0005459,ORD-0031562,MNT-0060,2023-08-28,wrong item
RET-0005460,ORD-0031565,MNT-0060,2023-08-11,wrong item
RET-0005461,ORD-0031566,MNT-0060,2023-09-07,quality issue
RET-0005462,ORD-0031573,MNT-0060,2023-09-27,size issue
RET-0005463,ORD-0031577,MNT-0060,2023-10-02,damaged
RET-0005464,ORD-0031578,MNT-0060,2023-09-14,size issue
RET-0005465,ORD-0031583,MNT-0060,2023-09-21,size issue
RET-0005466,ORD-0031587,MNT-0060,2023-09-15,quality issue
RET-0005467,ORD-0031591,MNT-0060,2023-09-23,changed mind
RET-0005468,ORD-0031594,MNT-0060,2023-10-03,quality issue
RET-0005469,ORD-0031596,MNT-0060,2023-09-09,quality issue
RET-0005470,ORD-0031600,MNT-0060,2023-09-27,size issue
RET-0005471,ORD-0031601,MNT-0060,2023-09-16,quality issue
RET-0005472,ORD-0031603,MNT-0060,2023-10-06,changed mind
RET-0005473,ORD-0031604,MNT-0060,2023-09-17,quality issue
RET-0005474,ORD-0031606,MNT-0060,2023-10-01,size issue
RET-0005475,ORD-0031610,MNT-0060,2023-10-05,quality issue
RET-0005476,ORD-0031612,MNT-0060,2023-10-03,changed mind
RET-0005477,ORD-0031614,MNT-0060,2023-10-20,size issue
RET-0005478,ORD-0031619,MNT-0060,2023-10-30,size issue
RET-0005479,ORD-0031621,MNT-0060,2023-10-31,wrong item
RET-0005480,ORD-0031625,MNT-0060,2023-10-23,size issue
RET-0005481,ORD-0031630,MNT-0060,2023-10-16,damaged
RET-0005482,ORD-0031633,MNT-0060,2023-10-20,quality issue
RET-0005483,ORD-0031636,MNT-0060,2023-11-03,size issue
RET-0005484,ORD-0031639,MNT-0060,2023-10-11,changed mind
RET-0005485,ORD-0031647,MNT-0060,2023-10-11,changed mind
RET-0005486,ORD-0031649,MNT-0060,2023-10-24,damaged
RET-0005487,ORD-0031651,MNT-0060,2023-10-24,quality issue
RET-0005488,ORD-0031654,MNT-0060,2023-10-30,size issue
RET-0005489,ORD-0031661,MNT-0060,2023-11-19,changed mind
RET-0005490,ORD-0031664,MNT-0060,2023-12-06,quality issue
RET-0005491,ORD-0031669,MNT-0060,2023-11-24,size issue
RET-0005492,ORD-0031683,MNT-0060,2023-11-28,changed mind
RET-0005493,ORD-0031685,MNT-0060,2023-12-07,quality issue
RET-0005494,ORD-0031688,MNT-0060,2023-11-25,quality issue
RET-0005495,ORD-0031697,MNT-0060,2023-11-29,damaged
RET-0005496,ORD-0031702,MNT-0060,2023-12-09,changed mind
RET-0005497,ORD-0031705,MNT-0060,2024-01-09,quality issue
RET-0005498,ORD-0031710,MNT-0060,2024-01-01,quality issue
RET-0005499,ORD-0031728,MNT-0060,2024-01-01,damaged
RET-0005500,ORD-0031730,MNT-0060,2023-12-10,damaged
RET-0005501,ORD-0031739,MNT-0060,2023-12-07,size issue
RET-0005502,ORD-0031741,MNT-0060,2024-01-15,size issue
RET-0005503,ORD-0031743,MNT-0060,2024-02-03,size issue
RET-0005504,ORD-0031745,MNT-0060,2024-02-10,quality issue
RET-0005505,ORD-0031748,MNT-0060,2024-02-01,size issue
RET-0005506,ORD-0031755,MNT-0060,2024-01-31,wrong item
RET-0005507,ORD-0031756,MNT-0060,2024-01-31,changed mind
RET-0005508,ORD-0031762,MNT-0060,2024-02-04,size issue
RET-0005509,ORD-0031763,MNT-0060,2024-02-09,changed mind
RET-0005510,ORD-0031765,MNT-0060,2024-01-10,size issue
RET-0005511,ORD-0031769,MNT-0060,2024-02-04,size issue
RET-0005512,ORD-0031771,MNT-0060,2024-02-05,size issue
RET-0005513,ORD-0031777,MNT-0060,2024-02-19,quality issue
RET-0005514,ORD-0031784,MNT-0060,2024-02-16,quality issue
RET-0005515,ORD-0031788,MNT-0060,2024-03-04,size issue
RET-0005516,ORD-0031789,MNT-0060,2024-03-01,quality issue
RET-0005517,ORD-0031797,MNT-0060,2024-02-26,changed mind
RET-0005518,ORD-0031802,MNT-0060,2024-03-23,size issue
RET-0005519,ORD-0031810,MNT-0060,2024-03-19,quality issue
RET-0005520,ORD-0031811,MNT-0060,2024-03-10,damaged
RET-0005521,ORD-0031818,MNT-0060,2024-03-27,size issue
RET-0005522,ORD-0031821,MNT-0060,2024-03-26,damaged
RET-0005523,ORD-0031823,MNT-0060,2024-03-18,size issue
RET-0005524,ORD-0031825,MNT-0060,2024-05-02,damaged
RET-0005525,ORD-0031827,MNT-0060,2024-04-21,changed mind
RET-0005526,ORD-0031833,MNT-0060,2024-04-22,damaged
RET-0005527,ORD-0031835,MNT-0060,2024-05-05,quality issue
RET-0005528,ORD-0031842,MNT-0060,2024-04-25,size issue
RET-0005529,ORD-0031856,MNT-0060,2024-05-03,size issue
RET-0005530,ORD-0031858,MNT-0060,2024-04-12,changed mind
RET-0005531,ORD-0031859,MNT-0060,2024-04-20,changed mind
RET-0005532,ORD-0031860,MNT-0060,2024-06-12,damaged
RET-0005533,ORD-0031866,MNT-0060,2024-05-17,size issue
RET-0005534,ORD-0031872,MNT-0060,2024-05-30,quality issue
RET-0005535,ORD-0031874,MNT-0060,2024-05-07,size issue
RET-0005536,ORD-0031877,MNT-0060,2024-06-02,quality issue
RET-0005537,ORD-0031880,MNT-0060,2024-05-16,size issue
RET-0005538,ORD-0031881,MNT-0060,2024-05-25,changed mind
RET-0005539,ORD-0031888,MNT-0060,2024-06-02,size issue
RET-0005540,ORD-0031898,MNT-0060,2024-05-15,damaged
RET-0005541,ORD-0031909,MNT-0060,2024-06-29,size issue
RET-0005542,ORD-0031916,MNT-0060,2024-06-12,size issue
RET-0005543,ORD-0031918,MNT-0060,2024-06-11,quality issue
RET-0005544,ORD-0031920,MNT-0060,2024-06-26,quality issue
RET-0005545,ORD-0031923,MNT-0060,2024-07-02,damaged
RET-0005546,ORD-0031927,MNT-0060,2024-07-09,size issue
RET-0005547,ORD-0031928,MNT-0060,2024-06-30,size issue
RET-0005548,ORD-0031938,MNT-0060,2024-07-02,size issue
RET-0005549,ORD-0031939,MNT-0060,2024-06-12,size issue
RET-0005550,ORD-0031949,MNT-0061,2023-02-15,size issue
RET-0005551,ORD-0031956,MNT-0061,2023-02-04,wrong item
RET-0005552,ORD-0031960,MNT-0061,2023-02-19,size issue
RET-0005553,ORD-0031961,MNT-0061,2023-03-09,changed mind
RET-0005554,ORD-0031962,MNT-0061,2023-02-11,changed mind
RET-0005555,ORD-0031963,MNT-0061,2023-03-09,size issue
RET-0005556,ORD-0031965,MNT-0061,2023-03-01,size issue
RET-0005557,ORD-0031966,MNT-0061,2023-02-12,size issue
RET-0005558,ORD-0031969,MNT-0061,2023-02-08,size issue
RET-0005559,ORD-0031981,MNT-0061,2023-02-18,changed mind
RET-0005560,ORD-0031982,MNT-0061,2023-02-26,quality issue
RET-0005561,ORD-0031989,MNT-0061,2023-04-02,size issue
RET-0005562,ORD-0031992,MNT-0061,2023-03-30,wrong item
RET-0005563,ORD-0031993,MNT-0061,2023-03-12,quality issue
RET-0005564,ORD-0031999,MNT-0061,2023-03-20,quality issue
RET-0005565,ORD-0032005,MNT-0061,2023-03-29,wrong item
RET-0005566,ORD-0032009,MNT-0061,2023-04-01,quality issue
RET-0005567,ORD-0032014,MNT-0061,2023-04-01,size issue
RET-0005568,ORD-0032017,MNT-0061,2023-03-25,size issue
RET-0005569,ORD-0032025,MNT-0061,2023-04-30,changed mind
RET-0005570,ORD-0032029,MNT-0061,2023-04-16,changed mind
RET-0005571,ORD-0032030,MNT-0061,2023-05-03,size issue
RET-0005572,ORD-0032032,MNT-0061,2023-04-30,damaged
RET-0005573,ORD-0032033,MNT-0061,2023-04-09,quality issue
RET-0005574,ORD-0032035,MNT-0061,2023-04-20,size issue
RET-0005575,ORD-0032037,MNT-0061,2023-04-17,size issue
RET-0005576,ORD-0032041,MNT-0061,2023-04-11,quality issue
RET-0005577,ORD-0032042,MNT-0061,2023-05-09,wrong item
RET-0005578,ORD-0032044,MNT-0061,2023-04-28,size issue
RET-0005579,ORD-0032047,MNT-0061,2023-04-23,changed mind
RET-0005580,ORD-0032049,MNT-0061,2023-04-12,size issue
RET-0005581,ORD-0032050,MNT-0061,2023-04-19,size issue
RET-0005582,ORD-0032053,MNT-0061,2023-04-17,changed mind
RET-0005583,ORD-0032054,MNT-0061,2023-05-03,quality issue
RET-0005584,ORD-0032059,MNT-0061,2023-05-04,size issue
RET-0005585,ORD-0032061,MNT-0061,2023-04-10,size issue
RET-0005586,ORD-0032064,MNT-0061,2023-05-06,changed mind
RET-0005587,ORD-0032065,MNT-0061,2023-04-29,changed mind
RET-0005588,ORD-0032067,MNT-0061,2023-04-12,quality issue
RET-0005589,ORD-0032068,MNT-0061,2023-04-14,size issue
RET-0005590,ORD-0032075,MNT-0061,2023-04-11,size issue
RET-0005591,ORD-0032076,MNT-0061,2023-05-04,damaged
RET-0005592,ORD-0032078,MNT-0061,2023-04-24,wrong item
RET-0005593,ORD-0032080,MNT-0061,2023-05-18,quality issue
RET-0005594,ORD-0032090,MNT-0061,2023-05-11,quality issue
RET-0005595,ORD-0032100,MNT-0061,2023-05-15,size issue
RET-0005596,ORD-0032102,MNT-0061,2023-05-23,damaged
RET-0005597,ORD-0032104,MNT-0061,2023-06-03,damaged
RET-0005598,ORD-0032105,MNT-0061,2023-05-17,wrong item
RET-0005599,ORD-0032106,MNT-0061,2023-05-13,wrong item
RET-0005600,ORD-0032107,MNT-0061,2023-05-12,quality issue
RET-0005601,ORD-0032108,MNT-0061,2023-05-30,size issue
RET-0005602,ORD-0032110,MNT-0061,2023-05-16,quality issue
RET-0005603,ORD-0032113,MNT-0061,2023-06-07,quality issue
RET-0005604,ORD-0032120,MNT-0061,2023-05-25,damaged
RET-0005605,ORD-0032121,MNT-0061,2023-05-15,damaged
RET-0005606,ORD-0032125,MNT-0061,2023-06-28,wrong item
RET-0005607,ORD-0032126,MNT-0061,2023-06-25,quality issue
RET-0005608,ORD-0032127,MNT-0061,2023-07-12,changed mind
RET-0005609,ORD-0032130,MNT-0061,2023-07-06,size issue
RET-0005610,ORD-0032131,MNT-0061,2023-06-23,damaged
RET-0005611,ORD-0032133,MNT-0061,2023-06-27,size issue
RET-0005612,ORD-0032135,MNT-0061,2023-06-15,changed mind
RET-0005613,ORD-0032136,MNT-0061,2023-07-02,quality issue
RET-0005614,ORD-0032137,MNT-0061,2023-06-10,changed mind
RET-0005615,ORD-0032141,MNT-0061,2023-06-16,size issue
RET-0005616,ORD-0032143,MNT-0061,2023-06-12,wrong item
RET-0005617,ORD-0032145,MNT-0061,2023-06-13,size issue
RET-0005618,ORD-0032147,MNT-0061,2023-06-26,damaged
RET-0005619,ORD-0032152,MNT-0061,2023-06-19,size issue
RET-0005620,ORD-0032154,MNT-0061,2023-07-12,size issue
RET-0005621,ORD-0032156,MNT-0061,2023-06-07,size issue
RET-0005622,ORD-0032157,MNT-0061,2023-06-27,damaged
RET-0005623,ORD-0032158,MNT-0061,2023-06-27,changed mind
RET-0005624,ORD-0032162,MNT-0061,2023-07-01,quality issue
RET-0005625,ORD-0032167,MNT-0061,2023-07-03,size issue
RET-0005626,ORD-0032168,MNT-0061,2023-06-11,changed mind
RET-0005627,ORD-0032175,MNT-0061,2023-07-14,quality issue
RET-0005628,ORD-0032177,MNT-0061,2023-07-09,quality issue
RET-0005629,ORD-0032178,MNT-0061,2023-08-01,size issue
RET-0005630,ORD-0032185,MNT-0061,2023-07-08,size issue
RET-0005631,ORD-0032189,MNT-0061,2023-08-04,size issue
RET-0005632,ORD-0032192,MNT-0061,2023-08-04,damaged
RET-0005633,ORD-0032195,MNT-0061,2023-07-23,quality issue
RET-0005634,ORD-0032198,MNT-0061,2023-07-14,size issue
RET-0005635,ORD-0032199,MNT-0061,2023-07-26,size issue
RET-0005636,ORD-0032205,MNT-0061,2023-09-04,size issue
RET-0005637,ORD-0032208,MNT-0061,2023-08-24,size issue
RET-0005638,ORD-0032210,MNT-0061,2023-08-30,changed mind
RET-0005639,ORD-0032214,MNT-0061,2023-08-18,quality issue
RET-0005640,ORD-0032221,MNT-0061,2023-08-30,size issue
RET-0005641,ORD-0032223,MNT-0061,2023-08-12,changed mind
RET-0005642,ORD-0032225,MNT-0061,2023-08-12,quality issue
RET-0005643,ORD-0032231,MNT-0061,2023-09-04,wrong item
RET-0005644,ORD-0032234,MNT-0061,2023-09-07,changed mind
RET-0005645,ORD-0032240,MNT-0061,2023-09-06,size issue
RET-0005646,ORD-0032243,MNT-0061,2023-08-16,wrong item
RET-0005647,ORD-0032248,MNT-0061,2023-08-20,size issue
RET-0005648,ORD-0032252,MNT-0061,2023-08-20,size issue
RET-0005649,ORD-0032256,MNT-0061,2023-08-14,size issue
RET-0005650,ORD-0032258,MNT-0061,2023-09-30,damaged
RET-0005651,ORD-0032261,MNT-0061,2023-09-26,size issue
RET-0005652,ORD-0032263,MNT-0061,2023-10-05,size issue
RET-0005653,ORD-0032265,MNT-0061,2023-09-19,wrong item
RET-0005654,ORD-0032266,MNT-0061,2023-09-25,changed mind
RET-0005655,ORD-0032273,MNT-0061,2023-10-06,size issue
RET-0005656,ORD-0032275,MNT-0061,2023-09-13,quality issue
RET-0005657,ORD-0032278,MNT-0061,2023-10-04,size issue
RET-0005658,ORD-0032283,MNT-0061,2023-09-11,size issue
RET-0005659,ORD-0032285,MNT-0061,2023-09-21,changed mind
RET-0005660,ORD-0032287,MNT-0061,2023-09-08,size issue
RET-0005661,ORD-0032290,MNT-0061,2023-09-15,changed mind
RET-0005662,ORD-0032293,MNT-0061,2023-09-23,changed mind
RET-0005663,ORD-0032296,MNT-0061,2023-09-20,size issue
RET-0005664,ORD-0032301,MNT-0061,2023-09-09,changed mind
RET-0005665,ORD-0032302,MNT-0061,2023-09-14,size issue
RET-0005666,ORD-0032306,MNT-0061,2023-09-26,size issue
RET-0005667,ORD-0032309,MNT-0061,2023-10-01,size issue
RET-0005668,ORD-0032315,MNT-0061,2023-10-25,changed mind
RET-0005669,ORD-0032319,MNT-0061,2023-10-30,size issue
RET-0005670,ORD-0032329,MNT-0061,2023-10-24,size issue
RET-0005671,ORD-0032336,MNT-0061,2023-10-16,size issue
RET-0005672,ORD-0032343,MNT-0061,2023-11-05,size issue
RET-0005673,ORD-0032344,MNT-0061,2023-10-16,wrong item
RET-0005674,ORD-0032346,MNT-0061,2023-10-17,changed mind
RET-0005675,ORD-0032350,MNT-0061,2023-10-09,quality issue
RET-0005676,ORD-0032359,MNT-0061,2023-10-17,changed mind
RET-0005677,ORD-0032361,MNT-0061,2023-10-13,changed mind
RET-0005678,ORD-0032363,MNT-0061,2023-10-30,damaged
RET-0005679,ORD-0032368,MNT-0061,2023-10-23,size issue
RET-0005680,ORD-0032377,MNT-0061,2023-10-30,quality issue
RET-0005681,ORD-0032378,MNT-0061,2023-10-09,size issue
RET-0005682,ORD-0032381,MNT-0061,2023-11-10,damaged
RET-0005683,ORD-0032383,MNT-0061,2023-11-28,size issue
RET-0005684,ORD-0032384,MNT-0061,2023-11-13,changed mind
RET-0005685,ORD-0032389,MNT-0061,2023-11-26,size issue
RET-0005686,ORD-0032390,MNT-0061,2023-11-27,size issue
RET-0005687,ORD-0032391,MNT-0061,2023-12-01,quality issue
RET-0005688,ORD-0032395,MNT-0061,2023-11-20,size issue
RET-0005689,ORD-0032399,MNT-0061,2023-11-15,changed mind
RET-0005690,ORD-0032400,MNT-0061,2023-11-28,changed mind
RET-0005691,ORD-0032402,MNT-0061,2023-11-25,size issue
RET-0005692,ORD-0032407,MNT-0061,2023-11-27,quality issue
RET-0005693,ORD-0032409,MNT-0061,2023-12-04,size issue
RET-0005694,ORD-0032411,MNT-0061,2023-11-22,changed mind
RET-0005695,ORD-0032413,MNT-0061,2023-11-30,damaged
RET-0005696,ORD-0032418,MNT-0061,2023-12-04,quality issue
RET-0005697,ORD-0032427,MNT-0061,2023-11-20,size issue
RET-0005698,ORD-0032433,MNT-0061,2023-12-13,changed mind
RET-0005699,ORD-0032434,MNT-0061,2023-12-15,quality issue
RET-0005700,ORD-0032435,MNT-0061,2023-12-16,changed mind
RET-0005701,ORD-0032437,MNT-0061,2023-12-06,quality issue
RET-0005702,ORD-0032440,MNT-0061,2023-12-29,changed mind
RET-0005703,ORD-0032453,MNT-0061,2023-12-23,size issue
RET-0005704,ORD-0032457,MNT-0061,2023-12-26,size issue
RET-0005705,ORD-0032459,MNT-0061,2023-12-17,size issue
RET-0005706,ORD-0032461,MNT-0061,2023-12-23,changed mind
RET-0005707,ORD-0032477,MNT-0061,2023-12-24,changed mind
RET-0005708,ORD-0032481,MNT-0061,2024-02-02,size issue
RET-0005709,ORD-0032482,MNT-0061,2024-01-14,changed mind
RET-0005710,ORD-0032483,MNT-0061,2024-01-25,size issue
RET-0005711,ORD-0032485,MNT-0061,2024-01-30,wrong item
RET-0005712,ORD-0032487,MNT-0061,2024-01-21,size issue
RET-0005713,ORD-0032494,MNT-0061,2024-01-12,damaged
RET-0005714,ORD-0032496,MNT-0061,2024-01-13,wrong item
RET-0005715,ORD-0032497,MNT-0061,2024-02-09,size issue
RET-0005716,ORD-0032498,MNT-0061,2024-01-27,quality issue
RET-0005717,ORD-0032500,MNT-0061,2024-01-18,quality issue
RET-0005718,ORD-0032501,MNT-0061,2024-01-14,changed mind
RET-0005719,ORD-0032502,MNT-0061,2024-02-02,damaged
RET-0005720,ORD-0032503,MNT-0061,2024-01-16,changed mind
RET-0005721,ORD-0032505,MNT-0061,2024-01-14,size issue
RET-0005722,ORD-0032507,MNT-0061,2024-01-17,changed mind
RET-0005723,ORD-0032513,MNT-0061,2024-02-13,changed mind
RET-0005724,ORD-0032517,MNT-0061,2024-02-22,wrong item
RET-0005725,ORD-0032519,MNT-0061,2024-02-29,changed mind
RET-0005726,ORD-0032521,MNT-0061,2024-02-13,changed mind
RET-0005727,ORD-0032525,MNT-0061,2024-02-10,size issue
RET-0005728,ORD-0032526,MNT-0061,2024-03-01,quality issue
RET-0005729,ORD-0032535,MNT-0061,2024-03-07,size issue
RET-0005730,ORD-0032537,MNT-0061,2024-02-22,quality issue
RET-0005731,ORD-0032543,MNT-0061,2024-02-29,wrong item
RET-0005732,ORD-0032545,MNT-0061,2024-02-20,size issue
RET-0005733,ORD-0032547,MNT-0061,2024-03-17,damaged
RET-0005734,ORD-0032552,MNT-0061,2024-03-12,size issue
RET-0005735,ORD-0032563,MNT-0061,2024-03-21,quality issue
RET-0005736,ORD-0032564,MNT-0061,2024-03-21,wrong item
RET-0005737,ORD-0032573,MNT-0061,2024-03-23,damaged
RET-0005738,ORD-0032576,MNT-0061,2024-03-15,size issue
RET-0005739,ORD-0032581,MNT-0061,2024-04-06,damaged
RET-0005740,ORD-0032583,MNT-0061,2024-04-01,damaged
RET-0005741,ORD-0032585,MNT-0061,2024-03-28,size issue
RET-0005742,ORD-0032587,MNT-0061,2024-04-28,damaged
RET-0005743,ORD-0032588,MNT-0061,2024-05-02,changed mind
RET-0005744,ORD-0032596,MNT-0061,2024-04-25,size issue
RET-0005745,ORD-0032598,MNT-0061,2024-05-09,size issue
RET-0005746,ORD-0032600,MNT-0061,2024-05-02,wrong item
RET-0005747,ORD-0032601,MNT-0061,2024-04-08,damaged
RET-0005748,ORD-0032608,MNT-0061,2024-04-20,size issue
RET-0005749,ORD-0032610,MNT-0061,2024-04-23,size issue
RET-0005750,ORD-0032611,MNT-0061,2024-04-19,wrong item
RET-0005751,ORD-0032614,MNT-0061,2024-04-25,quality issue
RET-0005752,ORD-0032618,MNT-0061,2024-05-21,wrong item
RET-0005753,ORD-0032625,MNT-0061,2024-05-11,size issue
RET-0005754,ORD-0032626,MNT-0061,2024-05-27,wrong item
RET-0005755,ORD-0032629,MNT-0061,2024-05-30,size issue
RET-0005756,ORD-0032643,MNT-0062,2023-01-23,wrong item
RET-0005757,ORD-0032647,MNT-0062,2023-01-15,size issue
RET-0005758,ORD-0032651,MNT-0062,2023-02-07,size issue
RET-0005759,ORD-0032658,MNT-0062,2023-01-21,size issue
RET-0005760,ORD-0032660,MNT-0062,2023-01-15,size issue
RET-0005761,ORD-0032662,MNT-0062,2023-02-03,size issue
RET-0005762,ORD-0032669,MNT-0062,2023-01-31,size issue
RET-0005763,ORD-0032694,MNT-0062,2023-02-16,quality issue
RET-0005764,ORD-0032698,MNT-0062,2023-03-03,size issue
RET-0005765,ORD-0032703,MNT-0062,2023-02-09,wrong item
RET-0005766,ORD-0032704,MNT-0062,2023-03-08,size issue
RET-0005767,ORD-0032710,MNT-0062,2023-02-22,size issue
RET-0005768,ORD-0032713,MNT-0062,2023-02-15,size issue
RET-0005769,ORD-0032714,MNT-0062,2023-03-01,wrong item
RET-0005770,ORD-0032721,MNT-0062,2023-02-22,wrong item
RET-0005771,ORD-0032723,MNT-0062,2023-02-28,size issue
RET-0005772,ORD-0032734,MNT-0062,2023-03-10,quality issue
RET-0005773,ORD-0032736,MNT-0062,2023-03-29,quality issue
RET-0005774,ORD-0032746,MNT-0062,2023-03-24,size issue
RET-0005775,ORD-0032747,MNT-0062,2023-03-20,changed mind
RET-0005776,ORD-0032751,MNT-0062,2023-03-18,quality issue
RET-0005777,ORD-0032761,MNT-0062,2023-03-31,changed mind
RET-0005778,ORD-0032766,MNT-0062,2023-03-15,quality issue
RET-0005779,ORD-0032781,MNT-0062,2023-04-21,changed mind
RET-0005780,ORD-0032782,MNT-0062,2023-04-21,changed mind
RET-0005781,ORD-0032784,MNT-0062,2023-04-16,changed mind
RET-0005782,ORD-0032807,MNT-0062,2023-06-07,size issue
RET-0005783,ORD-0032812,MNT-0062,2023-05-26,wrong item
RET-0005784,ORD-0032813,MNT-0062,2023-05-09,size issue
RET-0005785,ORD-0032814,MNT-0062,2023-05-18,quality issue
RET-0005786,ORD-0032816,MNT-0062,2023-05-30,changed mind
RET-0005787,ORD-0032821,MNT-0062,2023-05-21,size issue
RET-0005788,ORD-0032822,MNT-0062,2023-06-05,size issue
RET-0005789,ORD-0032823,MNT-0062,2023-05-30,wrong item
RET-0005790,ORD-0032824,MNT-0062,2023-05-24,quality issue
RET-0005791,ORD-0032834,MNT-0062,2023-05-22,quality issue
RET-0005792,ORD-0032837,MNT-0062,2023-05-31,size issue
RET-0005793,ORD-0032838,MNT-0062,2023-06-01,size issue
RET-0005794,ORD-0032848,MNT-0062,2023-05-24,quality issue
RET-0005795,ORD-0032849,MNT-0062,2023-05-12,quality issue
RET-0005796,ORD-0032851,MNT-0062,2023-05-25,wrong item
RET-0005797,ORD-0032859,MNT-0062,2023-06-14,quality issue
RET-0005798,ORD-0032876,MNT-0062,2023-06-15,wrong item
RET-0005799,ORD-0032887,MNT-0062,2023-06-20,wrong item
RET-0005800,ORD-0032895,MNT-0062,2023-06-07,damaged
RET-0005801,ORD-0032896,MNT-0062,2023-06-30,size issue
RET-0005802,ORD-0032897,MNT-0062,2023-06-22,changed mind
RET-0005803,ORD-0032929,MNT-0062,2023-08-04,changed mind
RET-0005804,ORD-0032937,MNT-0062,2023-07-30,wrong item
RET-0005805,ORD-0032940,MNT-0062,2023-08-05,size issue
RET-0005806,ORD-0032956,MNT-0062,2023-07-29,wrong item
RET-0005807,ORD-0032958,MNT-0062,2023-07-19,wrong item
RET-0005808,ORD-0032967,MNT-0062,2023-07-31,size issue
RET-0005809,ORD-0032984,MNT-0062,2023-08-20,damaged
RET-0005810,ORD-0032990,MNT-0062,2023-09-06,size issue
RET-0005811,ORD-0032992,MNT-0062,2023-08-20,damaged
RET-0005812,ORD-0032993,MNT-0062,2023-08-24,size issue
RET-0005813,ORD-0032999,MNT-0062,2023-09-05,size issue
RET-0005814,ORD-0033003,MNT-0062,2023-08-24,quality issue
RET-0005815,ORD-0033007,MNT-0062,2023-09-01,size issue
